admin2Name_es,admin2Pcode,admin2RefName,admin2AltName1_es,admin2AltName2_es,admin1Name_es,admin1Pcode,admin0Name_es,admin0Pcode,date,validOn,validTo
#adm2+name+i_es,#adm2+code+pcode,,#adm2+name+i_es,#adm2+name+i_es,#adm1+name+i_es,#adm1+code+pcode,#adm0+name+i_es,#adm0+code+pcode,#date,#date+valid_on,#date+valid_to
Cuenca,EC0101,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Giron,EC0102,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Gualaceo,EC0103,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Nabon,EC0104,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Paute,EC0105,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Pucara,EC0106,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
San Fernando,EC0107,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Isabel,EC0108,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Sigsig,EC0109,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Oña,EC0110,Ona,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Chordeleg,EC0111,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
El Pan,EC0112,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Sevilla de Oro,EC0113,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Guachapala,EC0114,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Camilo Ponce Enriquez,EC0115,,,,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-24,
Guaranda,EC0201,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
Chillanes,EC0202,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
Chimbo,EC0203,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
Echeandia,EC0204,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
San Miguel,EC0205,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
Caluma,EC0206,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
Las Naves,EC0207,,,,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-24,
Azogues,EC0301,,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
Biblian,EC0302,,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
Cañar,EC0303,Canar,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
La Troncal,EC0304,,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
El Tambo,EC0305,,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
Deleg,EC0306,,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
Suscal,EC0307,,,,Cañar,EC03,Ecuador (el),EC,2018-12-17,2019-07-24,
Tulcan,EC0401,,,,Carchi,EC04,Ecuador (el),EC,2018-12-17,2019-07-24,
Bolivar,EC0402,,,,Carchi,EC04,Ecuador (el),EC,2018-12-17,2019-07-24,
Espejo,EC0403,,,,Carchi,EC04,Ecuador (el),EC,2018-12-17,2019-07-24,
Mira,EC0404,,,,Carchi,EC04,Ecuador (el),EC,2018-12-17,2019-07-24,
Montufar,EC0405,,,,Carchi,EC04,Ecuador (el),EC,2018-12-17,2019-07-24,
San Pedro de Huaca,EC0406,,,,Carchi,EC04,Ecuador (el),EC,2018-12-17,2019-07-24,
Latacunga,EC0501,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
La Mana,EC0502,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
Pangua,EC0503,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
Pujili,EC0504,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
Salcedo,EC0505,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
Saquisili,EC0506,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
Sigchos,EC0507,,,,Cotopaxi,EC05,Ecuador (el),EC,2018-12-17,2019-07-24,
Riobamba,EC0601,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Alausi,EC0602,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Colta,EC0603,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Chambo,EC0604,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Chunchi,EC0605,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Guamote,EC0606,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Guano,EC0607,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Pallatanga,EC0608,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Penipe,EC0609,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Cumanda,EC0610,,,,Chimborazo,EC06,Ecuador (el),EC,2018-12-17,2019-07-24,
Machala,EC0701,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Arenillas,EC0702,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Atahualpa,EC0703,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Balsas,EC0704,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Chilla,EC0705,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
El Guabo,EC0706,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Huaquillas,EC0707,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Marcabeli,EC0708,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Pasaje,EC0709,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Piñas,EC0710,Pinas,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Portovelo,EC0711,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Rosa,EC0712,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Zaruma,EC0713,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Las Lajas,EC0714,,,,El Oro,EC07,Ecuador (el),EC,2018-12-17,2019-07-24,
Esmeraldas,EC0801,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Eloy Alfaro,EC0802,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Muisne,EC0803,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Quininde,EC0804,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
San Lorenzo,EC0805,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Atacames,EC0806,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Rioverde,EC0807,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
La Concordia,EC0808,,,,Esmeraldas,EC08,Ecuador (el),EC,2018-12-17,2019-07-24,
Guayaquil,EC0901,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Alfredo Baquerizo Moreno,EC0902,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Balao,EC0903,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Balzar,EC0904,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Colimes,EC0905,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Daule,EC0906,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Duran,EC0907,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Empalme,EC0908,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
El Triunfo,EC0909,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Milagro,EC0910,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Naranjal,EC0911,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Naranjito,EC0912,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Palestina,EC0913,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Pedro Carbo,EC0914,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Samborondon,EC0916,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Lucia,EC0918,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Salitre,EC0919,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
San Jacinto de Yaguachi,EC0920,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Playas,EC0921,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Simon Bolivar,EC0922,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Crnel. Marcelino Maridueña,EC0923,Crnel. Marcelino Mariduena,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Lomas de Sargentillo,EC0924,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Nobol,EC0925,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Gnral. Antonio Elizalde,EC0927,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Isidro Ayora,EC0928,,,,Guayas,EC09,Ecuador (el),EC,2018-12-17,2019-07-24,
Ibarra,EC1001,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-24,
Antonio Ante,EC1002,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-24,
Cotacachi,EC1003,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-24,
Otavalo,EC1004,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-24,
Pimampiro,EC1005,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-24,
San Miguel de Urcuqui,EC1006,,,,Imbabura,EC10,Ecuador (el),EC,2018-12-17,2019-07-24,
Loja,EC1101,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Calvas,EC1102,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Catamayo,EC1103,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Celica,EC1104,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Chaguarpamba,EC1105,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Espindola,EC1106,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Gonzanama,EC1107,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Macara,EC1108,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Paltas,EC1109,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Puyango,EC1110,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Saraguro,EC1111,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Sozoranga,EC1112,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Zapotillo,EC1113,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Pindal,EC1114,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Quilanga,EC1115,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Olmedo,EC1116,,,,Loja,EC11,Ecuador (el),EC,2018-12-17,2019-07-24,
Babahoyo,EC1201,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Baba,EC1202,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Montalvo,EC1203,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Puebloviejo,EC1204,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Quevedo,EC1205,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Urdaneta,EC1206,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Ventanas,EC1207,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Vinces,EC1208,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Palenque,EC1209,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Buena Fe,EC1210,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Valencia,EC1211,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Mocache,EC1212,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Quinsaloma,EC1213,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-24,
Portoviejo,EC1301,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Bolivar,EC1302,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Chone,EC1303,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
El Carmen,EC1304,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Flavio Alfaro,EC1305,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Jipijapa,EC1306,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Junin,EC1307,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Manta,EC1308,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Montecristi,EC1309,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Pajan,EC1310,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Pichincha,EC1311,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Rocafuerte,EC1312,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Ana,EC1313,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Sucre,EC1314,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Tosagua,EC1315,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
24 de Mayo,EC1316,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Pedernales,EC1317,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Olmedo,EC1318,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Puerto Lopez,EC1319,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Jama,EC1320,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Jaramijo,EC1321,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
San Vicente,EC1322,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-24,
Morona,EC1401,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Gualaquiza,EC1402,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Limon Indanza,EC1403,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Palora,EC1404,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Santiago,EC1405,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Sucua,EC1406,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Huamboya,EC1407,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
San Juan Bosco,EC1408,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Taisha,EC1409,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Logroðo,EC1410,Logrono,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Pablo Sexto,EC1411,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Tiwintza,EC1412,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-24,
Tena,EC1501,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-24,
Archidona,EC1503,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-24,
El Chaco,EC1504,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-24,
Quijos,EC1507,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-24,
Carlos Julio Arosemena Tola,EC1509,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-24,
Pastaza,EC1601,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-24,
Mera,EC1602,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Clara,EC1603,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-24,
Arajuno,EC1604,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-24,
Quito,EC1701,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Cayambe,EC1702,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Mejia,EC1703,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Pedro Moncayo,EC1704,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Rumiðahui,EC1705,Ruminahui,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
San Miguel de Los Bancos,EC1707,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Pedro Vicente Maldonado,EC1708,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Puerto Quito,EC1709,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-24,
Ambato,EC1801,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Baños de Agua Santa,EC1802,Banos de Agua Santa,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Cevallos,EC1803,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Mocha,EC1804,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Patate,EC1805,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Quero,EC1806,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
San Pedro de Pelileo,EC1807,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Santiago de Pillaro,EC1808,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Tisaleo,EC1809,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-24,
Zamora,EC1901,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Chinchipe,EC1902,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Nangaritza,EC1903,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Yacuambi,EC1904,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Yantzaza,EC1905,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
El Pangui,EC1906,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Centinela del Condor,EC1907,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Palanda,EC1908,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
Paquisha,EC1909,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-24,
San Cristobal,EC2001,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-24,
Isabela,EC2002,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Cruz,EC2003,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-24,
Lago Agrio,EC2101,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Gonzalo Pizarro,EC2102,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Putumayo,EC2103,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Shushufindi,EC2104,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Sucumbios,EC2105,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Cascales,EC2106,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Cuyabeno,EC2107,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-24,
Orellana,EC2201,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Aguarico,EC2202,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
La Joya de los Sachas,EC2203,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Loreto,EC2204,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-24,
Santo Domingo,EC2301,,,,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-24,
Santa Elena,EC2401,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
La Libertad,EC2402,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Salinas,EC2403,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-24,
Las Golondrinas,EC9001,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-24,
Manga del Cura,EC9003,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-24,
El Piedrero,EC9004,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-24,
