#adm3+name+i_en,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Waghina,SB0101010101,,,,South Choiseul,SB010101,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Katupika,SB0101010102,,,,South Choiseul,SB010101,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Vasiduki,SB0101010103,,,,South Choiseul,SB010101,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Viviru,SB0101010104,,,,South Choiseul,SB010101,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Babatana,SB0101010105,,,,South Choiseul,SB010101,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Tepakaza,SB0101020106,,,,North West Choiseul,SB010102,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Batava,SB0101020107,,,,North West Choiseul,SB010102,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Tavula,SB0101020108,,,,North West Choiseul,SB010102,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Polo,SB0101020109,,,,North West Choiseul,SB010102,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Bangara,SB0101020110,,,,North West Choiseul,SB010102,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Susuka,SB0101030111,,,,East Choiseul,SB010103,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Senga,SB0101030112,,,,East Choiseul,SB010103,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Kerepangara,SB0101030113,,,,East Choiseul,SB010103,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Kirugela,SB0101030114,,,,East Choiseul,SB010103,Choiseul,SB01,Solomon Islands,SB,2018-01-12,2018-11-01,
Outer Shortlands,SB0202040201,,,,Shortland Islands,SB020204,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Inner Shortlands,SB0202040202,,,,Shortland Islands,SB020204,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Dovele,SB0202050209,,,,North Vella la Vella,SB020205,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Iringgila,SB0202050210,,,,North Vella la Vella,SB020205,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Vonunu,SB0202060207,,,,South Vella la Vella,SB020206,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Simbo,SB0202070203,,,,Ranongga-Simbo,SB020207,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
North Ranongga,SB0202070204,,,,Ranongga-Simbo,SB020207,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Central Ranongga,SB0202070205,,,,Ranongga-Simbo,SB020207,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
South Ranongga,SB0202070206,,,,Ranongga-Simbo,SB020207,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Gizo,SB0202080211,,,,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
South Kolombangara,SB0202080212,,,,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
North Kolombangara,SB0202080226,,,,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Vonavona,SB0202090213,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Munda,SB0202090215,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Nusa Roviana,SB0202090216,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Noro,SB0202090225,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Kusaghe,SB0202100214,,,,North New Georgia,SB020210,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Kolombaghea,SB0202100220,,,,North New Georgia,SB020210,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Bilua,SB0202110208,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Roviana Lagoon,SB0202110217,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
South Rendova,SB0202110218,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
North Rendova,SB0202110219,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Buini Tusu,SB0202120221,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Nono,SB0202120222,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Nggatokae,SB0202120223,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
North Vangunu,SB0202120224,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2018-11-01,
Kia,SB0303130301,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Havulei,SB0303130302,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Kolomola,SB0303130313,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Kolotubi,SB0303130314,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Susubona,SB0303130315,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Samasodu,SB0303130316,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Kokota,SB0303140303,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Hovukoilo,SB0303140304,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Buala,SB0303140305,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Tirotonga,SB0303140306,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Koviloko,SB0303140307,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Kmaga,SB0303140308,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Kaloka,SB0303150309,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Tatamba,SB0303150310,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Sigana,SB0303150311,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Japuana,SB0303150312,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2018-11-01,
Sandfly-Buenavista,SB0404300401,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
West Gela,SB0404300402,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
East Gela,SB0404300403,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
Tulagi,SB0404300404,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
South West Gela,SB0404300405,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
South East Gela,SB0404300406,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
North East Gela,SB0404300407,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
North West Gela,SB0404300408,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
Mbanika,SB0404310409,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
Pavuvu,SB0404310410,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
Lovukol,SB0404310411,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
North Savo,SB0404310412,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
South Savo,SB0404310413,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2018-11-01,
East Te Nggano,SB0505320501,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
West Te Nggano,SB0505320502,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Lughu,SB0505320503,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Kangava,SB0505320504,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Tetau Nangoto,SB0505320505,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Mugihenua,SB0505320506,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Matangi,SB0505320507,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
East Ghongau,SB0505320508,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
West Ghongau,SB0505320509,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Sa'Aiho,SB0505320510,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2018-11-01,
Tandai,SB0606330601,,,,North West Guadalcanl,SB060633,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Saghalu,SB0606330602,,,,North West Guadalcanl,SB060633,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Savulei,SB0606340603,,,,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Tangarare,SB0606340604,,,,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Wanderer Bay,SB0606340605,,,,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Duidui,SB0606350606,,,,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Vatukulau,SB0606350607,,,,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Talise,SB0606350608,,,,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Avuavu,SB0606360609,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Moli,SB0606360610,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Tetekanji,SB0606360611,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Birao,SB0606360612,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Valasi,SB0606370613,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Kolokarako,SB0606370614,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Longgu,SB0606370615,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Aola,SB0606370616,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Paripao,SB0606380617,,,,North-East,SB060638,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
East Tasimboko,SB0606380618,,,,North-East,SB060638,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
West Ghaobata,SB0606390621,,,,North Guadalcanal,SB060639,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
East Ghaobata,SB0606390622,,,,North Guadalcanal,SB060639,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Vulolo,SB0606400619,,,,Central Guadalcanal,SB060640,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Malango,SB0606400620,,,,Central Guadalcanal,SB060640,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2018-11-01,
Foondo - Gwaiau,SB0707160707,,,,North Malaita,SB070716,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Malu'U,SB0707160708,,,,North Malaita,SB070716,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Matakwalao,SB0707160709,,,,North Malaita,SB070716,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Mandalua - Folotana,SB0707170706,,,,Lau-Mbaelela,SB070717,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Takwa,SB0707170710,,,,Lau-Mbaelela,SB070717,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Fouenda,SB0707170712,,,,Lau-Mbaelela,SB070717,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
East Baegu,SB0707180711,,,,Baegu-Asifola,SB070718,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Sulufou - Kwarande,SB0707180713,,,,Baegu-Asifola,SB070718,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
West Baegu Â - Fatale,SB0707190705,,,,Fataleka,SB070719,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Sububenu- Burianias,SB0707190714,,,,Fataleka,SB070719,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Buma,SB0707200703,,,,West Kwara'ae,SB070720,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Fauabu,SB0707200704,,,,West Kwara'ae,SB070720,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Aimela,SB0707210702,,,,Central Kwara'ae,SB070721,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Kwaimela - Radefasu,SB0707210729,,,,Central Kwara'ae,SB070721,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Nafinua,SB0707220715,,,,East Malaita,SB070722,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Faumamanu - Kwai,SB0707220716,,,,East Malaita,SB070722,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Auki,SB0707230701,,,,Auki-Langalanga,SB070723,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Langalanga,SB0707230730,,,,Auki-Langalanga,SB070723,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Gulalafou,SB0707240717,,,,East Kwaio,SB070724,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Waneagu - Taelanasin,SB0707240718,,,,East Kwaio,SB070724,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Kwarekwareo,SB0707250726,,,,West Kwaio,SB070725,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Siesie,SB0707250727,,,,West Kwaio,SB070725,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Weagu Silana Sina,SB0707250728,,,,West Kwaio,SB070725,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Aiaisi,SB0707260719,,,,East AreAre,SB070726,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Areare,SB0707260720,,,,East AreAre,SB070726,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Mareho,SB0707270724,,,,West Areare,SB070727,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Tai,SB0707270725,,,,West Areare,SB070727,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Raroisuu,SB0707280721,,,,Small Malaita,SB070728,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Aba - Asimeuru,SB0707280722,,,,Small Malaita,SB070728,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Asimae,SB0707280723,,,,Small Malaita,SB070728,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Luaniua,SB0707290731,,,,Malaita Outer Island,SB070729,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Pelau,SB0707290732,,,,Malaita Outer Island,SB070729,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Sikaiana,SB0707290733,,,,Malaita Outer Island,SB070729,Malaita,SB07,Solomon Islands,SB,2018-01-12,2018-11-01,
Arosi South,SB0808440805,,,,West Makira,SB080844,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Arosi West,SB0808440806,,,,West Makira,SB080844,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Arosi North,SB0808440807,,,,West Makira,SB080844,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Arosi East,SB0808440808,,,,West Makira,SB080844,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Haununu,SB0808440820,,,,West Makira,SB080844,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Bauro West,SB0808450809,,,,Central Makira,SB080845,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Bauro Central,SB0808450810,,,,Central Makira,SB080845,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Bauro East,SB0808450811,,,,Central Makira,SB080845,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Wainoni West,SB0808460812,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Wainoni East,SB0808460813,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Star Harbour North,SB0808460814,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Santa Ana,SB0808460815,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Santa Catalina,SB0808460816,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Star Harbour South,SB0808460817,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Rawo,SB0808460818,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Weather Coast,SB0808460819,,,,East Makira,SB080846,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
North Ulawa,SB0808470801,,,,Ulawa-Ugi,SB080847,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
South Ulawa,SB0808470802,,,,Ulawa-Ugi,SB080847,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
West Ulawa,SB0808470803,,,,Ulawa-Ugi,SB080847,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Ugi And Pio,SB0808470804,,,,Ulawa-Ugi,SB080847,Makira-Ulawa,SB08,Solomon Islands,SB,2018-01-12,2018-11-01,
Fenualoa,SB0909480901,,,,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Polynesian Outer Islands,SB0909480902,,,,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Nipua-Nopoli,SB0909480903,,,,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Lipe-Temua,SB0909480904,,,,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Manuopo,SB0909480905,,,,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Nenumpo,SB0909480906,,,,Temotu Pele,SB090948,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Nevenema,SB0909490907,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Luva Station,SB0909490908,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Graciosa Bay,SB0909490909,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Nea-Noole,SB0909490910,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
North East Santa Cruz,SB0909490911,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Nanggu-Lord Howe,SB0909490912,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Neo,SB0909490917,,,,Temotu-Nende,SB090949,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Duff Islands,SB0909500913,,,,Temotu Vatu,SB090950,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Utupua,SB0909500914,,,,Temotu Vatu,SB090950,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Vanikoro,SB0909500915,,,,Temotu Vatu,SB090950,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Tikopia,SB0909500916,,,,Temotu Vatu,SB090950,Temotu,SB09,Solomon Islands,SB,2018-01-12,2018-11-01,
Kukum,SB1010411009,,,,East Honiara,SB101041,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Naha,SB1010411010,,,,East Honiara,SB101041,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Vura,SB1010411011,,,,East Honiara,SB101041,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Panatina,SB1010411012,,,,East Honiara,SB101041,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Cruz,SB1010421004,,,,Central Honiara,SB101042,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Vavaea,SB1010421005,,,,Central Honiara,SB101042,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Vuhokesa,SB1010421006,,,,Central Honiara,SB101042,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Mataniko,SB1010421007,,,,Central Honiara,SB101042,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Kola'A,SB1010421008,,,,Central Honiara,SB101042,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Nggosi,SB1010431001,,,,West Honiara,SB101043,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Mbumburu,SB1010431002,,,,West Honiara,SB101043,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
Rove - Lengakiki,SB1010431003,,,,West Honiara,SB101043,Honiara,SB10,Solomon Islands,SB,2018-01-12,2018-11-01,
