#adm2+name+i_eng+is_latn,#adm2+name+i_tur+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tur+is_latn,#adm2+name+alt2+i_tur+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_tur+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tur+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Buyukorhan,Büyükorhan,TR016001,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gemlik,Gemlik,TR016002,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gursu,Gürsu,TR016003,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Harmancik,Harmancik,TR016004,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Inegol,Inegöl,TR016005,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Iznik,Iznik,TR016006,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karacabey,Karacabey,TR016007,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Keles,Keles,TR016008,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kestel,Kestel,TR016009,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mudanya,Mudanya,TR016010,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mustafakemalpasa,Mustafakemalpaşa,TR016011,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nilufer,Nilüfer,TR016012,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Orhaneli,Orhaneli,TR016013,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Orhangazi,Orhangazi,TR016014,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Osmangazi,Osmangazi,TR016015,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenisehir,Yenişehir,TR016016,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yildirim,Yildirim,TR016017,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ayvacik,Ayvacik,TR017001,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayramic,Bayramiç,TR017002,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Biga,Biga,TR017003,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bozcaada,Bozcaada,TR017004,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Can,Çan,TR017005,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Canakkale,Çanakkale,TR017006,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eceabat,Eceabat,TR017007,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ezine,Ezine,TR017008,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gelibolu,Gelibolu,TR017009,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gokceada,Gökçeada,TR017010,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Lapseki,Lapseki,TR017011,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenice,Yenice,TR017012,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Atkaracalar,Atkaracalar,TR018001,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayramoren,Bayramören,TR018002,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cankiri,Çankiri,TR018003,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cerkes,Çerkeş,TR018004,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eldivan,Eldivan,TR018005,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ilgaz,Ilgaz,TR018006,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kizilirmak,Kizilirmak,TR018007,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Korgun,Korgun,TR018008,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kursunlu,Kurşunlu,TR018009,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Orta,Orta,TR018010,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sabanozu,Şabanözü,TR018011,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yaprakli,Yaprakli,TR018012,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alaca,Alaca,TR019001,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayat,Bayat,TR019002,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bogazkale,Boğazkale,TR019003,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Corum,Çorum,TR019004,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dodurga,Dodurga,TR019005,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Iskilip,Iskilip,TR019006,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kargi,Kargi,TR019007,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Lacin,Laçin,TR019008,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mecitozu,Mecitözü,TR019009,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Oguzlar,Oğuzlar,TR019010,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ortakoy,Ortaköy,TR019011,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Osmancik,Osmancik,TR019012,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sungurlu,Sungurlu,TR019013,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ugurludag,Uğurludağ,TR019014,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Acipayam,Acipayam,TR020001,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Babadag,Babadağ,TR020002,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Baklan,Baklan,TR020003,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bekilli,Bekilli,TR020004,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beyagac,Beyağaç,TR020005,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bozkurt,Bozkurt,TR020006,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Buldan,Buldan,TR020007,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cal,Çal,TR020008,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cameli,Çameli,TR020009,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cardak,Çardak,TR020010,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Civril,Çivril,TR020011,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guney,Güney,TR020012,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Honaz,Honaz,TR020013,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kale,Kale,TR020014,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Merkezefendi,Merkezefendi,TR020015,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pamukkale,Pamukkale,TR020016,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Saraykoy,Sarayköy,TR020017,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Serinhisar,Serinhisar,TR020018,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tavas,Tavas,TR020019,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Baglar,Bağlar,TR021001,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bismil,Bismil,TR021002,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cermik,Çermik,TR021003,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cinar,Çinar,TR021004,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cungus,Çüngüş,TR021005,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dicle,Dicle,TR021006,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Egil,Eğil,TR021007,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ergani,Ergani,TR021008,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hani,Hani,TR021009,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hazro,Hazro,TR021010,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kayapinar,Kayapinar,TR021011,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kocakoy,Kocaköy,TR021012,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kulp,Kulp,TR021013,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Lice,Lice,TR021014,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Silvan,Silvan,TR021015,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sur,Sur,TR021016,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenisehir,Yenişehir,TR021017,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Edirne,Edirne,TR022001,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Enez,Enez,TR022002,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Havsa,Havsa,TR022003,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ipsala,Ipsala,TR022004,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kesan,Keşan,TR022005,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Lalapasa,Lalapaşa,TR022006,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Meric,Meriç,TR022007,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Suloglu,Süloğlu,TR022008,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Uzunkopru,Uzunköprü,TR022009,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Agin,Ağin,TR023001,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alacakaya,Alacakaya,TR023002,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aricak,Aricak,TR023003,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Baskil,Baskil,TR023004,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Elazig,Elaziğ,TR023005,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karakocan,Karakoçan,TR023006,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Keban,Keban,TR023007,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kovancilar,Kovancilar,TR023008,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Maden,Maden,TR023009,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Palu,Palu,TR023010,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sivrice,Sivrice,TR023011,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cayirli,Çayirli,TR024001,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Erzincan,Erzincan,TR024002,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ilic,Iliç,TR024003,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kemah,Kemah,TR024004,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kemaliye,Kemaliye,TR024005,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Otlukbeli,Otlukbeli,TR024006,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Refahiye,Refahiye,TR024007,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tercan,Tercan,TR024008,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Uzumlu,Üzümlü,TR024009,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Askale,Aşkale,TR025001,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aziziye,Aziziye,TR025002,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cat,Çat,TR025003,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hinis,Hinis,TR025004,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Horasan,Horasan,TR025005,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ispir,Ispir,TR025006,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karacoban,Karaçoban,TR025007,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karayazi,Karayazi,TR025008,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Koprukoy,Köprüköy,TR025009,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Narman,Narman,TR025010,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Oltu,Oltu,TR025011,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Olur,Olur,TR025012,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Palandoken,Palandöken,TR025013,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pasinler,Pasinler,TR025014,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pazaryolu,Pazaryolu,TR025015,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Senkaya,Şenkaya,TR025016,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tekman,Tekman,TR025017,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tortum,Tortum,TR025018,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Uzundere,Uzundere,TR025019,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yakutiye,Yakutiye,TR025020,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alpu,Alpu,TR026001,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beylikova,Beylikova,TR026002,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cifteler,Çifteler,TR026003,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gunyuzu,Günyüzü,TR026004,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Han,Han,TR026005,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Inonu,Inönü,TR026006,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mahmudiye,Mahmudiye,TR026007,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mihalgazi,Mihalgazi,TR026008,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mihaliccik,Mihaliççik,TR026009,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Odunpazari,Odunpazari,TR026010,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Saricakaya,Saricakaya,TR026011,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Seyitgazi,Seyitgazi,TR026012,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sivrihisar,Sivrihisar,TR026013,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tepebasi,Tepebaşi,TR026014,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Araban,Araban,TR027001,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Islahiye,Islahiye,TR027002,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karkamis,Karkamiş,TR027003,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nizip,Nizip,TR027004,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nurdagi,Nurdaği,TR027005,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Oguzeli,Oğuzeli,TR027006,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sahinbey,Şahinbey,TR027007,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sehitkamil,Şehitkamil,TR027008,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yavuzeli,Yavuzeli,TR027009,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alucra,Alucra,TR028001,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bulancak,Bulancak,TR028002,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Camoluk,Çamoluk,TR028003,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Canakci,Çanakçi,TR028004,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dereli,Dereli,TR028005,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dogankent,Doğankent,TR028006,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Espiye,Espiye,TR028007,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eynesil,Eynesil,TR028008,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Giresun,Giresun,TR028009,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gorele,Görele,TR028010,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guce,Güce,TR028011,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kesap,Keşap,TR028012,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Piraziz,Piraziz,TR028013,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sebinkarahisar,Şebinkarahisar,TR028014,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tirebolu,Tirebolu,TR028015,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yaglidere,Yağlidere,TR028016,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gumushane,Gümüşhane,TR029001,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kelkit,Kelkit,TR029002,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kose,Köse,TR029003,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kurtun,Kürtün,TR029004,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Siran,Şiran,TR029005,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Torul,Torul,TR029006,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cukurca,Çukurca,TR030001,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hakkari,Hakkari,TR030002,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Semdinli,Şemdinli,TR030003,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yuksekova,Yüksekova,TR030004,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derecik,Derecik,TR030005,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altinozu,Altinözü,TR031001,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Antakya,Antakya,TR031002,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arsuz,Arsuz,TR031003,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Belen,Belen,TR031004,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
