#adm2+name+i_eng+is_latn,#adm2+name+i_tur+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tur+is_latn,#adm2+name+alt2+i_tur+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_tur+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tur+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Defne,Defne,TR031005,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dortyol,Dörtyol,TR031006,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Erzin,Erzin,TR031007,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hassa,Hassa,TR031008,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Iskenderun,Iskenderun,TR031009,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kirikhan,Kirikhan,TR031010,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kumlu,Kumlu,TR031011,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Payas,Payas,TR031012,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Reyhanli,Reyhanli,TR031013,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Samandag,Samandağ,TR031014,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yayladagi,Yayladaği,TR031015,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aksu,Aksu,TR032001,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Atabey,Atabey,TR032002,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Egirdir,Eğirdir,TR032003,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gelendost,Gelendost,TR032004,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gonen,Gönen,TR032005,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Isparta,Isparta,TR032006,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Keciborlu,Keçiborlu,TR032007,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Senirkent,Senirkent,TR032008,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sutculer,Sütçüler,TR032009,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarkikaraagac,Şarkikaraağaç,TR032010,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Uluborlu,Uluborlu,TR032011,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yalvac,Yalvaç,TR032012,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenisarbademli,Yenişarbademli,TR032013,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akdeniz,Akdeniz,TR033001,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Anamur,Anamur,TR033002,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aydincik,Aydincik,TR033003,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bozyazi,Bozyazi,TR033004,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Camliyayla,Çamliyayla,TR033005,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Erdemli,Erdemli,TR033006,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gulnar,Gülnar,TR033007,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mezitli,Mezitli,TR033008,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mut,Mut,TR033009,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Silifke,Silifke,TR033010,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tarsus,Tarsus,TR033011,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Toroslar,Toroslar,TR033012,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yenisehir,Yenişehir,TR033013,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Adalar,Adalar,TR034001,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arnavutkoy,Arnavutköy,TR034002,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Atasehir,Ataşehir,TR034003,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Avcilar,Avcilar,TR034004,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bagcilar,Bağcilar,TR034005,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bahcelievler,Bahçelievler,TR034006,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bakirkoy,Bakirköy,TR034007,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Basaksehir,Başakşehir,TR034008,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayrampasa,Bayrampaşa,TR034009,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Besiktas,Beşiktaş,TR034010,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beykoz,Beykoz,TR034011,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beylikduzu,Beylikdüzü,TR034012,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beyoglu,Beyoğlu,TR034013,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Buyukcekmece,Büyükçekmece,TR034014,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Catalca,Çatalca,TR034015,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cekmekoy,Çekmeköy,TR034016,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Esenler,Esenler,TR034017,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Esenyurt,Esenyurt,TR034018,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eyupsultan,Eyüpsultan,TR034019,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Fatih,Fatih,TR034020,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gaziosmanpasa,Gaziosmanpaşa,TR034021,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gungoren,Güngören,TR034022,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kadikoy,Kadiköy,TR034023,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kagithane,Kağithane,TR034024,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kartal,Kartal,TR034025,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kucukcekmece,Küçükçekmece,TR034026,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Maltepe,Maltepe,TR034027,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pendik,Pendik,TR034028,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sancaktepe,Sancaktepe,TR034029,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sariyer,Sariyer,TR034030,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Silivri,Silivri,TR034031,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sultanbeyli,Sultanbeyli,TR034032,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sultangazi,Sultangazi,TR034033,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sile,Şile,TR034034,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sisli,Şişli,TR034035,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tuzla,Tuzla,TR034036,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Umraniye,Ümraniye,TR034037,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Uskudar,Üsküdar,TR034038,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Zeytinburnu,Zeytinburnu,TR034039,,,,,,Istanbul,Istanbul,TR034,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aliaga,Aliağa,TR035001,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Balcova,Balçova,TR035002,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayindir,Bayindir,TR035003,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bayrakli,Bayrakli,TR035004,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bergama,Bergama,TR035005,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beydag,Beydağ,TR035006,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bornova,Bornova,TR035007,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Buca,Buca,TR035008,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cesme,Çeşme,TR035009,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cigli,Çiğli,TR035010,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dikili,Dikili,TR035011,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Foca,Foça,TR035012,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gaziemir,Gaziemir,TR035013,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guzelbahce,Güzelbahçe,TR035014,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karabaglar,Karabağlar,TR035015,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karaburun,Karaburun,TR035016,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karsiyaka,Karşiyaka,TR035017,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kemalpasa,Kemalpaşa,TR035018,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kinik,Kinik,TR035019,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kiraz,Kiraz,TR035020,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Konak,Konak,TR035021,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Menderes,Menderes,TR035022,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Menemen,Menemen,TR035023,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Narlidere,Narlidere,TR035024,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Odemis,Ödemiş,TR035025,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Seferihisar,Seferihisar,TR035026,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Selcuk,Selçuk,TR035027,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tire,Tire,TR035028,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Torbali,Torbali,TR035029,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Urla,Urla,TR035030,,,,,,Izmir,Izmir,TR035,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akyaka,Akyaka,TR036001,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arpacay,Arpaçay,TR036002,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Digor,Digor,TR036003,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kagizman,Kağizman,TR036004,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kars,Kars,TR036005,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarikamis,Sarikamiş,TR036006,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Selim,Selim,TR036007,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Susuz,Susuz,TR036008,,,,,,Kars,Kars,TR036,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Abana,Abana,TR037001,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Agli,Ağli,TR037002,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arac,Araç,TR037003,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Azdavay,Azdavay,TR037004,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bozkurt,Bozkurt,TR037005,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cide,Cide,TR037006,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Catalzeytin,Çatalzeytin,TR037007,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Daday,Daday,TR037008,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Devrekani,Devrekani,TR037009,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Doganyurt,Doğanyurt,TR037010,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hanonu,Hanönü,TR037011,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ihsangazi,Ihsangazi,TR037012,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Inebolu,Inebolu,TR037013,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kastamonu,Kastamonu,TR037014,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kure,Küre,TR037015,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pinarbasi,Pinarbaşi,TR037016,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Seydiler,Seydiler,TR037017,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Senpazar,Şenpazar,TR037018,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Taskopru,Taşköprü,TR037019,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tosya,Tosya,TR037020,,,,,,Kastamonu,Kastamonu,TR037,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akkisla,Akkişla,TR038001,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bunyan,Bünyan,TR038002,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Develi,Develi,TR038003,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Felahiye,Felahiye,TR038004,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hacilar,Hacilar,TR038005,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Incesu,Incesu,TR038006,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kocasinan,Kocasinan,TR038007,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Melikgazi,Melikgazi,TR038008,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ozvatan,Özvatan,TR038009,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pinarbasi,Pinarbaşi,TR038010,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarioglan,Sarioğlan,TR038011,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sariz,Sariz,TR038012,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Talas,Talas,TR038013,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tomarza,Tomarza,TR038014,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yahyali,Yahyali,TR038015,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yesilhisar,Yeşilhisar,TR038016,,,,,,Kayseri,Kayseri,TR038,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Babaeski,Babaeski,TR039001,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Demirkoy,Demirköy,TR039002,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kirklareli,Kirklareli,TR039003,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kofcaz,Kofçaz,TR039004,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Luleburgaz,Lüleburgaz,TR039005,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pehlivankoy,Pehlivanköy,TR039006,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pinarhisar,Pinarhisar,TR039007,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Vize,Vize,TR039008,,,,,,Kirklareli,Kirklareli,TR039,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akcakent,Akçakent,TR040001,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akpinar,Akpinar,TR040002,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Boztepe,Boztepe,TR040003,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cicekdagi,Çiçekdaği,TR040004,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kaman,Kaman,TR040005,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kirsehir,Kirşehir,TR040006,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mucur,Mucur,TR040007,,,,,,Kirsehir,Kirşehir,TR040,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Basiskele,Başiskele,TR041001,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cayirova,Çayirova,TR041002,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Darica,Darica,TR041003,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derince,Derince,TR041004,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dilovasi,Dilovasi,TR041005,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gebze,Gebze,TR041006,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Golcuk,Gölcük,TR041007,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Izmit,Izmit,TR041008,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kandira,Kandira,TR041009,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karamursel,Karamürsel,TR041010,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kartepe,Kartepe,TR041011,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Korfez,Körfez,TR041012,,,,,,Kocaeli,Kocaeli,TR041,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ahirli,Ahirli,TR042001,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akoren,Akören,TR042002,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aksehir,Akşehir,TR042003,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altinekin,Altinekin,TR042004,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Beysehir,Beyşehir,TR042005,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bozkir,Bozkir,TR042006,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cihanbeyli,Cihanbeyli,TR042007,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Celtik,Çeltik,TR042008,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cumra,Çumra,TR042009,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derbent,Derbent,TR042010,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derebucak,Derebucak,TR042011,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Doganhisar,Doğanhisar,TR042012,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Emirgazi,Emirgazi,TR042013,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eregli,Ereğli,TR042014,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guneysinir,Güneysinir,TR042015,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hadim,Hadim,TR042016,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Halkapinar,Halkapinar,TR042017,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
