#adm2+name+i_eng+is_latn,#adm2+name+i_tur+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tur+is_latn,#adm2+name+alt2+i_tur+is_latn,#adm1+name+i_eng+is_latn,#adm1+name+i_tur+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tur+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Huyuk,Hüyük,TR042018,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ilgin,Ilgin,TR042019,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kadinhani,Kadinhani,TR042020,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karapinar,Karapinar,TR042021,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karatay,Karatay,TR042022,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kulu,Kulu,TR042023,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Meram,Meram,TR042024,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarayonu,Sarayönü,TR042025,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Selcuklu,Selçuklu,TR042026,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Seydisehir,Seydişehir,TR042027,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Taskent,Taşkent,TR042028,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tuzlukcu,Tuzlukçu,TR042029,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yalihuyuk,Yalihüyük,TR042030,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yunak,Yunak,TR042031,,,,,,Konya,Konya,TR042,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altintas,Altintaş,TR043001,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aslanapa,Aslanapa,TR043002,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cavdarhisar,Çavdarhisar,TR043003,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Domanic,Domaniç,TR043004,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dumlupinar,Dumlupinar,TR043005,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Emet,Emet,TR043006,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gediz,Gediz,TR043007,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hisarcik,Hisarcik,TR043008,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kutahya,Kütahya,TR043009,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pazarlar,Pazarlar,TR043010,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Simav,Simav,TR043011,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Saphane,Şaphane,TR043012,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tavsanli,Tavşanli,TR043013,,,,,,Kutahya,Kütahya,TR043,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akcadag,Akçadağ,TR044001,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arapgir,Arapgir,TR044002,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arguvan,Arguvan,TR044003,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Battalgazi,Battalgazi,TR044004,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Darende,Darende,TR044005,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dogansehir,Doğanşehir,TR044006,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Doganyol,Doğanyol,TR044007,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hekimhan,Hekimhan,TR044008,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kale,Kale,TR044009,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kuluncak,Kuluncak,TR044010,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Puturge,Pütürge,TR044011,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yazihan,Yazihan,TR044012,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yesilyurt,Yeşilyurt,TR044013,,,,,,Malatya,Malatya,TR044,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ahmetli,Ahmetli,TR045001,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akhisar,Akhisar,TR045002,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alasehir,Alaşehir,TR045003,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Demirci,Demirci,TR045004,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Golmarmara,Gölmarmara,TR045005,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gordes,Gördes,TR045006,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kirkagac,Kirkağaç,TR045007,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Koprubasi,Köprübaşi,TR045008,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kula,Kula,TR045009,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Salihli,Salihli,TR045010,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarigol,Sarigöl,TR045011,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Saruhanli,Saruhanli,TR045012,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Selendi,Selendi,TR045013,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Soma,Soma,TR045014,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sehzadeler,Şehzadeler,TR045015,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Turgutlu,Turgutlu,TR045016,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yunusemre,Yunusemre,TR045017,,,,,,Manisa,Manisa,TR045,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Afsin,Afşin,TR046001,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Andirin,Andirin,TR046002,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Caglayancerit,Çağlayancerit,TR046003,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dulkadiroglu,Dulkadiroğlu,TR046004,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ekinozu,Ekinözü,TR046005,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Elbistan,Elbistan,TR046006,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Goksun,Göksun,TR046007,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nurhak,Nurhak,TR046008,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Onikisubat,Onikişubat,TR046009,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pazarcik,Pazarcik,TR046010,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Turkoglu,Türkoğlu,TR046011,,,,,,Kahramanmaras,Kahramanmaraş,TR046,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Artuklu,Artuklu,TR047001,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dargecit,Dargeçit,TR047002,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derik,Derik,TR047003,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kiziltepe,Kiziltepe,TR047004,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mazidagi,Mazidaği,TR047005,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Midyat,Midyat,TR047006,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nusaybin,Nusaybin,TR047007,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Omerli,Ömerli,TR047008,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Savur,Savur,TR047009,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yesilli,Yeşilli,TR047010,,,,,,Mardin,Mardin,TR047,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bodrum,Bodrum,TR048001,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dalaman,Dalaman,TR048002,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Datca,Datça,TR048003,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Fethiye,Fethiye,TR048004,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kavaklidere,Kavaklidere,TR048005,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Koycegiz,Köyceğiz,TR048006,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Marmaris,Marmaris,TR048007,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mentese,Menteşe,TR048008,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Milas,Milas,TR048009,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ortaca,Ortaca,TR048010,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Seydikemer,Seydikemer,TR048011,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ula,Ula,TR048012,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yatagan,Yatağan,TR048013,,,,,,Mugla,Muğla,TR048,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bulanik,Bulanik,TR049001,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Haskoy,Hasköy,TR049002,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Korkut,Korkut,TR049003,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Malazgirt,Malazgirt,TR049004,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mus,Muş,TR049005,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Varto,Varto,TR049006,,,,,,Mus,Muş,TR049,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Acigol,Acigöl,TR050001,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Avanos,Avanos,TR050002,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derinkuyu,Derinkuyu,TR050003,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gulsehir,Gülşehir,TR050004,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hacibektas,Hacibektaş,TR050005,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kozakli,Kozakli,TR050006,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nevsehir,Nevşehir,TR050007,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Urgup,Ürgüp,TR050008,,,,,,Nevsehir,Nevşehir,TR050,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altunhisar,Altunhisar,TR051001,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bor,Bor,TR051002,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Camardi,Çamardi,TR051003,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ciftlik,Çiftlik,TR051004,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Nigde,Niğde,TR051005,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ulukisla,Ulukişla,TR051006,,,,,,Nigde,Niğde,TR051,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akkus,Akkuş,TR052001,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altinordu,Altinordu,TR052002,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Aybasti,Aybasti,TR052003,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Camas,Çamaş,TR052004,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Catalpinar,Çatalpinar,TR052005,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Caybasi,Çaybaşi,TR052006,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Fatsa,Fatsa,TR052007,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Golkoy,Gölköy,TR052008,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gulyali,Gülyali,TR052009,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gurgentepe,Gürgentepe,TR052010,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ikizce,Ikizce,TR052011,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kabaduz,Kabadüz,TR052012,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kabatas,Kabataş,TR052013,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Korgan,Korgan,TR052014,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kumru,Kumru,TR052015,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Mesudiye,Mesudiye,TR052016,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Persembe,Perşembe,TR052017,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ulubey,Ulubey,TR052018,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Unye,Ünye,TR052019,,,,,,Ordu,Ordu,TR052,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ardesen,Ardeşen,TR053001,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Camlihemsin,Çamlihemşin,TR053002,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Cayeli,Çayeli,TR053003,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Derepazari,Derepazari,TR053004,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Findikli,Findikli,TR053005,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Guneysu,Güneysu,TR053006,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hemsin,Hemşin,TR053007,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ikizdere,Ikizdere,TR053008,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Iyidere,Iyidere,TR053009,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kalkandere,Kalkandere,TR053010,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pazar,Pazar,TR053011,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Rize,Rize,TR053012,,,,,,Rize,Rize,TR053,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Adapazari,Adapazari,TR054001,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akyazi,Akyazi,TR054002,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Arifiye,Arifiye,TR054003,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Erenler,Erenler,TR054004,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ferizli,Ferizli,TR054005,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Geyve,Geyve,TR054006,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Hendek,Hendek,TR054007,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karapurcek,Karapürçek,TR054008,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Karasu,Karasu,TR054009,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kaynarca,Kaynarca,TR054010,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kocaali,Kocaali,TR054011,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pamukova,Pamukova,TR054012,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sapanca,Sapanca,TR054013,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Serdivan,Serdivan,TR054014,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sogutlu,Söğütlü,TR054015,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tarakli,Tarakli,TR054016,,,,,,Sakarya,Sakarya,TR054,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
19 Mayis,19 Mayis,TR055001,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Alacam,Alaçam,TR055002,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Asarcik,Asarcik,TR055003,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Atakum,Atakum,TR055004,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ayvacik,Ayvacik,TR055005,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Bafra,Bafra,TR055006,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Canik,Canik,TR055007,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Carsamba,Çarşamba,TR055008,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Havza,Havza,TR055009,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ilkadim,Ilkadim,TR055010,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kavak,Kavak,TR055011,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ladik,Ladik,TR055012,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Salipazari,Salipazari,TR055013,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tekkekoy,Tekkeköy,TR055014,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Terme,Terme,TR055015,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Vezirkopru,Vezirköprü,TR055016,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Yakakent,Yakakent,TR055017,,,,,,Samsun,Samsun,TR055,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Baykan,Baykan,TR056001,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Eruh,Eruh,TR056002,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Kurtalan,Kurtalan,TR056003,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Pervari,Pervari,TR056004,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Siirt,Siirt,TR056005,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sirvan,Şirvan,TR056006,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Tillo,Tillo,TR056007,,,,,,Siirt,Siirt,TR056,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Ayancik,Ayancik,TR057001,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Boyabat,Boyabat,TR057002,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dikmen,Dikmen,TR057003,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Duragan,Durağan,TR057004,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Erfelek,Erfelek,TR057005,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gerze,Gerze,TR057006,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sarayduzu,Saraydüzü,TR057007,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Sinop,Sinop,TR057008,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Turkeli,Türkeli,TR057009,,,,,,Sinop,Sinop,TR057,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Akincilar,Akincilar,TR058001,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Altinyayla,Altinyayla,TR058002,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Divrigi,Divriği,TR058003,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Dogansar,Doğanşar,TR058004,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gemerek,Gemerek,TR058005,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Golova,Gölova,TR058006,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
Gurun,Gürün,TR058007,,,,,,Sivas,Sivas,TR058,Turkey,Türkiye,TR,2020-01-01,2020-03-26,
